"value","count","total_bps_count","bps_model","bps_name","groupveg","fri_replac","fri_mixed","fri_surfac","fri_allfir","label","model_label","ref_percent","cur_percent","class_percent_difference","class_representation","symbol","scientific_name","common_name","canopy_position"
664,79056,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"D","13550_60_65_D",26,1,-25,"under","PIRI","Pinus rigida","Pitch pine","Upper"
664,79056,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"D","13550_60_65_D",26,1,-25,"under","QUIL","Quercus ilicifolia","Bear oak","Mid-Upper"
664,79056,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"D","13550_60_65_D",26,1,-25,"under","GABA","Gaylussacia baccata","Black huckleberry","Low-Mid"
664,79056,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"D","13550_60_65_D",26,1,-25,"under","VAPA4","Vaccinium pallidum","Blue ridge blueberry","Low-Mid"
665,28,1234303,"13790_60_65","Northern Atlantic Coastal Plain Maritime Forest","Hardwood-Conifer",74,160,9,7,"Barren or Sparse","13790_60_65_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
666,13751,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"Agriculture","13550_60_65_Agriculture",0,0,0,"equal","Agriculture","Agriculture","Agriculture","Agriculture"
667,3127,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"A","13550_60_65_A",6,0,-6,"under","QUPR","Quercus prinoides","Quercus prinoides","Lower"
667,3127,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"A","13550_60_65_A",6,0,-6,"under","QUIL","Quercus ilicifolia","Bear oak","Lower"
667,3127,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"A","13550_60_65_A",6,0,-6,"under","CAPE6","Carex pensylvanica","Pennsylvania sedge","Upper"
667,3127,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"A","13550_60_65_A",6,0,-6,"under","PTAQ","Pteridium aquilinum","Western brackenfern","Upper"
668,1619,402009,"14360_65_66","Northern Atlantic Coastal Plain Dune and Swale","Grassland",10,17,-9999,6,"B","14360_65_66_B",12,0,-12,"under","MOPE6","Morella pensylvanica","Northern bayberry","Upper"
668,1619,402009,"14360_65_66","Northern Atlantic Coastal Plain Dune and Swale","Grassland",10,17,-9999,6,"B","14360_65_66_B",12,0,-12,"under","AMBR","Ammophila breviligulata","American beachgrass","Upper"
668,1619,402009,"14360_65_66","Northern Atlantic Coastal Plain Dune and Swale","Grassland",10,17,-9999,6,"B","14360_65_66_B",12,0,-12,"under","HUTO","Hudsonia tomentosa","Woolly beachheather","Lower"
669,1068,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"Barren or Sparse","13550_60_65_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
670,1977,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"A","13030_61_63_64_65_66_A",4,0,-4,"under","ANGE","Andropogon gerardii","Big bluestem","Lower"
670,1977,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"A","13030_61_63_64_65_66_A",4,0,-4,"under","SCHIZ4","Schizachyrium","Little bluestem","Lower"
670,1977,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"A","13030_61_63_64_65_66_A",4,0,-4,"under","SONU2","Sorghastrum nutans","Indiangrass","Lower"
670,1977,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"A","13030_61_63_64_65_66_A",4,0,-4,"under","A","Quercus spp","A","Mid/Upper"
670,1977,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"A","13030_61_63_64_65_66_A",4,0,-4,"under","GAYLU","Gaylussacia Kunth","Huckleberry","Mid"
670,1977,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"A","13030_61_63_64_65_66_A",4,0,-4,"under","VACCI","Vaccinium spp","Blueberry","Lower"
671,1693,18935868,"13240_60_65_66","Northern Atlantic Coastal Plain Hardwood Forest","Hardwood",48,44,4,4,"A","13240_60_65_66_A",9,0,-9,"under","SCSC","Schizachyrium scoparium","Little bluestem","Upper"
671,1693,18935868,"13240_60_65_66","Northern Atlantic Coastal Plain Hardwood Forest","Hardwood",48,44,4,4,"A","13240_60_65_66_A",9,0,-9,"under","QUVE","Quercus velutina","Black oak","Upper"
671,1693,18935868,"13240_60_65_66","Northern Atlantic Coastal Plain Hardwood Forest","Hardwood",48,44,4,4,"A","13240_60_65_66_A",9,0,-9,"under","QUAL","Quercus alba","White oak","Upper"
671,1693,18935868,"13240_60_65_66","Northern Atlantic Coastal Plain Hardwood Forest","Hardwood",48,44,4,4,"A","13240_60_65_66_A",9,0,-9,"under","BEPO","Betula populifolia","Gray birch","Upper"
672,192,652334,"14900_65_66","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",508,-9999,-9999,508,"Barren or Sparse","14900_65_66_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
673,5745,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"Developed","13770_60_61_63_64_65_66_Developed",0,0,0,"equal","Developed","Developed","Developed","Developed"
674,5415,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"UE","13770_60_61_63_64_65_66_UE",0,0,0,"equal","UE","UE","UE","UE"
675,348,710832,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",-9999,-9999,-9999,-9999,"Barren or Sparse","14920_41_50_51_52_63_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
676,54282,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"Developed","13620_51_63_64_65_66_Developed",0,1,1,"over","Developed","Developed","Developed","Developed"
677,25075,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"UE","13620_51_63_64_65_66_UE",0,0,0,"equal","UE","UE","UE","UE"
678,53509,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"Agriculture","13620_51_63_64_65_66_Agriculture",0,1,1,"over","Agriculture","Agriculture","Agriculture","Agriculture"
679,25,1687236,"14770_63_64_65_66","Boreal Acidic Peatland Systems","Riparian",935,-9999,170,144,"Barren or Sparse","14770_63_64_65_66_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
680,36392,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"B","13620_51_63_64_65_66_B",13,0,-13,"under","PIRE","Pinus resinosa","Red pine","Upper"
680,36392,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"B","13620_51_63_64_65_66_B",13,0,-13,"under","PIBA2","Pinus banksiana","Jack pine","Upper"
680,36392,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"B","13620_51_63_64_65_66_B",13,0,-13,"under","POTR5","Populus tremuloides","Quaking aspen","Mid-Upper"
680,36392,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"B","13620_51_63_64_65_66_B",13,0,-13,"under","BEPA","Betula papyrifera","Paper birch","Mid-Upper"
681,890,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"A","13620_51_63_64_65_66_A",13,0,-13,"under","PIRE","Pinus resinosa","Red pine","Upper"
681,890,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"A","13620_51_63_64_65_66_A",13,0,-13,"under","PIST","Pinus strobus","Eastern white pine","Upper"
681,890,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"A","13620_51_63_64_65_66_A",13,0,-13,"under","PIBA2","Pinus banksiana","Jack pine","Low-Mid"
681,890,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"A","13620_51_63_64_65_66_A",13,0,-13,"under","POTR5","Populus tremuloides","Quaking aspen","Mid-Upper"
681,890,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"A","13620_51_63_64_65_66_A",13,0,-13,"under","BEPA","Betula papyrifera","Paper birch","Mid-Upper"
681,890,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"A","13620_51_63_64_65_66_A",13,0,-13,"under","POGR4","Populus grandidentata","Bigtooth aspen","Mid-Upper"
682,2776,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"C","13620_51_63_64_65_66_C",48,0,-48,"under","PIRE","Pinus resinosa","Red pine","Upper"
682,2776,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"C","13620_51_63_64_65_66_C",48,0,-48,"under","PIST","Pinus strobus","Eastern white pine","Upper"
682,2776,7925304,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,"C","13620_51_63_64_65_66_C",48,0,-48,"under","PIBA2","Pinus banksiana","Jack pine","Upper"
683,26148,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"C","13770_60_61_63_64_65_66_C",74,1,-73,"under","PINUS","Pinus","Pine","Upper"
683,26148,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"C","13770_60_61_63_64_65_66_C",74,1,-73,"under","QUERC","Quercus","Oak","Mid-Upper"
683,26148,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"C","13770_60_61_63_64_65_66_C",74,1,-73,"under","NYSY","Nyssa sylvatica","Blackgum","Low-Mid"
683,26148,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"C","13770_60_61_63_64_65_66_C",74,1,-73,"under","BELE","Betula lenta","Sweet birch","Low-Mid"
684,6607,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"Agriculture","13770_60_61_63_64_65_66_Agriculture",0,0,0,"equal","Agriculture","Agriculture","Agriculture","Agriculture"
685,2240,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"D","13770_60_61_63_64_65_66_D",16,0,-16,"under","PINUS","Pinus","Pine","Upper"
685,2240,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"D","13770_60_61_63_64_65_66_D",16,0,-16,"under","QUIL","Quercus ilicifolia","Bear oak","Lower"
685,2240,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"D","13770_60_61_63_64_65_66_D",16,0,-16,"under","GABA","Gaylussacia baccata","Black huckleberry","Lower"
686,14102,3959918,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"UN","13770_60_61_63_64_65_66_UN",0,0,0,"equal","UN","UN","UN","UN"
687,62151,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"Agriculture","14810_41_50_51_63_Agriculture",0,32,32,"over","Agriculture","Agriculture","Agriculture","Agriculture"
688,13710,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"Developed","14810_41_50_51_63_Developed",0,7,7,"over","Developed","Developed","Developed","Developed"
689,37101,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"UE","14810_41_50_51_63_UE",0,19,19,"over","UE","UE","UE","UE"
690,23526,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"D","14810_41_50_51_63_D",54,12,-42,"under","THOC2","Thuja occidentalis","Arborvitae","Upper"
690,23526,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"D","14810_41_50_51_63_D",54,12,-42,"under","PIMA","Picea mariana","Black spruce","Upper"
690,23526,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"D","14810_41_50_51_63_D",54,12,-42,"under","FRNI","Fraxinus nigra","Black ash","Upper"
690,23526,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"D","14810_41_50_51_63_D",54,12,-42,"under","ABBA","Abies balsamea","Balsam fir","Mid-Upper"
691,10532,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"B","14810_41_50_51_63_B",11,5,-6,"under","THOC2","Thuja occidentalis","Arborvitae","Upper"
691,10532,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"B","14810_41_50_51_63_B",11,5,-6,"under","PIMA","Picea mariana","Black spruce","Upper"
691,10532,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"B","14810_41_50_51_63_B",11,5,-6,"under","LALA","Larix laricina","Tamarack","Upper"
691,10532,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"B","14810_41_50_51_63_B",11,5,-6,"under","ACRU","Acer rubrum","Red maple","Mid-Upper"
692,8958,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"A","14810_41_50_51_63_A",14,5,-9,"under","LALA","Larix laricina","Tamarack","Upper"
692,8958,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"A","14810_41_50_51_63_A",14,5,-9,"under","ALIN2","Alnus incana","Gray alder","Mid-Upper"
692,8958,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"A","14810_41_50_51_63_A",14,5,-9,"under","ILVE","Ilex verticillata","Common winterberry","Mid-Upper"
692,8958,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"A","14810_41_50_51_63_A",14,5,-9,"under","VACO","Vaccinium corymbosum","Highbush blueberry","Middle"
693,35600,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"C","14810_41_50_51_63_C",21,19,-2,"under","THOC2","Thuja occidentalis","Arborvitae","Upper"
693,35600,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"C","14810_41_50_51_63_C",21,19,-2,"under","PIMA","Picea mariana","Black spruce","Upper"
693,35600,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"C","14810_41_50_51_63_C",21,19,-2,"under","LALA","Larix laricina","Tamarack","Upper"
693,35600,191630,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,"C","14810_41_50_51_63_C",21,19,-2,"under","ACRU","Acer rubrum","Red maple","Mid-Upper"
694,505355,7613696,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",-9999,435,68,59,"C","14750_41_50_51_63_64_65_66_C",44,7,-37,"under","ACSA2","Acer saccharinum","Silver maple","Upper"
694,505355,7613696,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",-9999,435,68,59,"C","14750_41_50_51_63_64_65_66_C",44,7,-37,"under","ACRU","Acer rubrum","Red maple","Upper"
694,505355,7613696,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",-9999,435,68,59,"C","14750_41_50_51_63_64_65_66_C",44,7,-37,"under","FRPE","Fraxinus pennsylvanica","Green ash","Upper"
695,498551,7613696,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",-9999,435,68,59,"Agriculture","14750_41_50_51_63_64_65_66_Agriculture",0,7,7,"over","Agriculture","Agriculture","Agriculture","Agriculture"
696,319984,7613696,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",-9999,435,68,59,"UE","14750_41_50_51_63_64_65_66_UE",0,4,4,"over","UE","UE","UE","UE"
697,277552,7613696,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",-9999,435,68,59,"Developed","14750_41_50_51_63_64_65_66_Developed",0,4,4,"over","Developed","Developed","Developed","Developed"
698,416080,7613696,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",-9999,435,68,59,"UN","14750_41_50_51_63_64_65_66_UN",0,5,5,"over","UN","UN","UN","UN"
699,169334,7613696,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",-9999,435,68,59,"B","14750_41_50_51_63_64_65_66_B",23,2,-21,"under","ACSA2","Acer saccharinum","Silver maple","Upper"
699,169334,7613696,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",-9999,435,68,59,"B","14750_41_50_51_63_64_65_66_B",23,2,-21,"under","FRPE","Fraxinus pennsylvanica","Green ash","Upper"
699,169334,7613696,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",-9999,435,68,59,"B","14750_41_50_51_63_64_65_66_B",23,2,-21,"under","FRNI","Fraxinus nigra","Black ash","Upper"
699,169334,7613696,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",-9999,435,68,59,"B","14750_41_50_51_63_64_65_66_B",23,2,-21,"under","SALIX","Salix","Willow","Mid-Upper"
700,3109,20204346,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,-9999,200,166,"E","14720_61_62_63_E",10,0,-10,"under","ACSA2","Acer saccharinum","Silver maple","Upper"
700,3109,20204346,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,-9999,200,166,"E","14720_61_62_63_E",10,0,-10,"under","JUNI","Juglans nigra","Black walnut","Upper"
700,3109,20204346,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,-9999,200,166,"E","14720_61_62_63_E",10,0,-10,"under","BENI","Betula nigra","River birch","Upper"
700,3109,20204346,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,-9999,200,166,"E","14720_61_62_63_E",10,0,-10,"under","PLOC","Platanus occidentalis","American sycamore","Upper"
701,50,20204346,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,-9999,200,166,"D","14720_61_62_63_D",39,0,-39,"under","ACSA2","Acer saccharinum","Silver maple","Upper"
701,50,20204346,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,-9999,200,166,"D","14720_61_62_63_D",39,0,-39,"under","JUNI","Juglans nigra","Black walnut","Upper"
701,50,20204346,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,-9999,200,166,"D","14720_61_62_63_D",39,0,-39,"under","BENI","Betula nigra","River birch","Upper"
701,50,20204346,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,-9999,200,166,"D","14720_61_62_63_D",39,0,-39,"under","PLOC","Platanus occidentalis","American sycamore","Upper"
