Value,Count,apps_mzs_rast,LC20_BPS_220,LC24_SCla_250,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,LABEL
1118,6673966.000000000000000,60,1844,180,13430_58_60,Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood,479,382,43,36,Agriculture
1119,53326.000000000000000,60,1850,5,13680_46_48_54_57_59_60_61,Southern Piedmont Dry Oak(-Pine) Forest,Hardwood-Conifer,325,235,5,5,E
1120,177927.000000000000000,60,1857,7,14360_60,Northern Atlantic Coastal Plain Dune and Swale,Grassland,8,14,-9999,5,UE
1121,128611.000000000000000,60,1844,6,13430_58_60,Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood,479,382,43,36,UN
1122,41521.000000000000000,60,1865,180,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,Agriculture
1123,103477.000000000000000,60,1867,6,14900_60,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,294,-9999,5,UN
1124,222881.000000000000000,60,1848,3,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,C
1125,74185.000000000000000,60,1855,1,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,74,160,9,7,A
1126,967.000000000000000,60,1867,3,14900_60,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,294,-9999,5,C
1127,139271.000000000000000,60,1855,6,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,74,160,9,7,UN
1128,14052.000000000000000,60,1857,180,14360_60,Northern Atlantic Coastal Plain Dune and Swale,Grassland,8,14,-9999,5,Agriculture
1129,150114.000000000000000,60,1855,180,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,74,160,9,7,Agriculture
1130,16295.000000000000000,60,1855,2,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,74,160,9,7,B
1131,14696.000000000000000,60,1854,180,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,Agriculture
1132,45188.000000000000000,60,1857,1,14360_60,Northern Atlantic Coastal Plain Dune and Swale,Grassland,8,14,-9999,5,A
1133,284935.000000000000000,60,1857,4,14360_60,Northern Atlantic Coastal Plain Dune and Swale,Grassland,8,14,-9999,5,D
1134,195726.000000000000000,60,1864,180,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,Agriculture
1135,335.000000000000000,60,1854,2,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,B
1136,140626.000000000000000,60,1855,5,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,74,160,9,7,E
1137,204987.000000000000000,60,1844,5,13430_58_60,Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood,479,382,43,36,E
1138,135429.000000000000000,60,1841,3,13160_60,Southern Piedmont Mesic Forest,Hardwood,499,355,52,41,C
1139,50207.000000000000000,60,1841,5,13160_60,Southern Piedmont Mesic Forest,Hardwood,499,355,52,41,E
1140,497963.000000000000000,60,1841,2,13160_60,Southern Piedmont Mesic Forest,Hardwood,499,355,52,41,B
1141,1553697.000000000000000,60,1867,4,14900_60,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,294,-9999,5,D
1142,574036.000000000000000,60,1841,180,13160_60,Southern Piedmont Mesic Forest,Hardwood,499,355,52,41,Agriculture
1143,62615.000000000000000,60,1842,6,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,48,44,4,4,UN
1144,5660.000000000000000,60,1868,132,14980,Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Barren or Sparse
1145,219.000000000000000,60,1846,120,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,Developed
1146,593926.000000000000000,60,1864,7,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,UE
1147,297793.000000000000000,60,1864,3,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,C
1148,236938.000000000000000,60,1848,180,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,Agriculture
1149,16868.000000000000000,60,1848,2,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,B
1150,10252.000000000000000,60,1842,2,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,48,44,4,4,B
1151,422.000000000000000,52,1966,2,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,151,11,9,B
1152,78059.000000000000000,52,1966,5,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,151,11,9,E
1153,36507.000000000000000,52,1971,7,14120_52,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,89,3,UE
1154,34223.000000000000000,52,1971,6,14120_52,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,89,3,UN
1155,144.000000000000000,52,1971,3,14120_52,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,89,3,C
1156,27166.000000000000000,52,1968,4,13940_52,North-Central Interior Oak Savanna,Hardwood,552,187,5,5,D
1157,115966.000000000000000,52,1971,180,14120_52,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,89,3,Agriculture
1158,45224.000000000000000,52,1971,120,14120_52,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,89,3,Developed
1159,63.000000000000000,52,1971,2,14120_52,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,89,3,B
1160,167.000000000000000,52,1971,1,14120_52,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,89,3,A
1161,6.000000000000000,52,1972,3,14210_49_52,Central Tallgrass Prairie,Grassland,4,-9999,-9999,4,C
1162,62.000000000000000,52,1976,3,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,C
1163,1137.000000000000000,52,1968,132,13940_52,North-Central Interior Oak Savanna,Hardwood,552,187,5,5,Barren or Sparse
1164,330.000000000000000,52,1971,132,14120_52,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,89,3,Barren or Sparse
1165,38.000000000000000,52,1976,1,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,A
1166,8945.000000000000000,52,1973,4,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,426,68,59,D
1167,4623.000000000000000,52,1977,3,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,C
1168,412.000000000000000,52,31,132,0,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,-9999,-9999,-9999,-9999,Barren or Sparse
1169,185407.000000000000000,62,1910,7,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,UE
1170,913993.000000000000000,62,1910,180,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,Agriculture
1171,603937.000000000000000,62,1910,120,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,Developed
1172,131682.000000000000000,62,1910,4,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,D
1173,17860.000000000000000,62,1910,3,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,C
1174,1654.000000000000000,62,1910,1,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,A
1175,804.000000000000000,62,1910,6,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,UN
1176,1570.000000000000000,62,1910,5,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,E
1177,427.000000000000000,62,1910,2,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,B
1178,447.000000000000000,62,1910,132,13100_41_62,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,74,56,23,13,Barren or Sparse
1179,24.000000000000000,62,1918,132,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,Barren or Sparse
1180,4.000000000000000,62,1918,3,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,C
1181,970.000000000000000,62,1914,132,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,Barren or Sparse
1182,5106.000000000000000,62,1913,132,13210_62,South-Central Interior Mesophytic Forest,Hardwood,960,798,341,191,Barren or Sparse
1183,517757.000000000000000,62,1913,3,13210_62,South-Central Interior Mesophytic Forest,Hardwood,960,798,341,191,C
1184,1.000000000000000,62,1912,6,13170_62,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,37,117,11,8,UN
1185,1520550.000000000000000,61,1876,6,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,UN
1186,2737878.000000000000000,61,1876,2,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,B
1187,962524.000000000000000,61,1876,7,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,UE
1188,47124.000000000000000,61,1876,1,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,A
1189,1097011.000000000000000,61,1876,180,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,Agriculture
1190,1397534.000000000000000,61,1876,120,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,Developed
1191,458326.000000000000000,61,1876,4,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,D
1192,11291.000000000000000,61,1876,3,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,C
1193,1945271.000000000000000,61,1875,5,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,Hardwood,147,95,33,21,E
1194,190247.000000000000000,61,1875,4,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,Hardwood,147,95,33,21,D
1195,154474.000000000000000,61,1875,7,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,Hardwood,147,95,33,21,UE
1196,63420.000000000000000,61,1875,120,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,Hardwood,147,95,33,21,Developed
1197,861.000000000000000,61,1875,132,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,Hardwood,147,95,33,21,Barren or Sparse
1198,26173.000000000000000,61,1884,7,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,UE
1199,78115.000000000000000,61,1884,5,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,E
1200,60772.000000000000000,61,1884,6,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,UN
1201,13103.000000000000000,61,1884,120,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,Developed
1202,52445.000000000000000,61,1884,180,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,Agriculture
1203,4417.000000000000000,61,1876,132,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,Barren or Sparse
1204,603.000000000000000,61,1889,132,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,Barren or Sparse
1205,454.000000000000000,61,1886,3,14000_60_61,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1583,4,C
1206,6714.000000000000000,61,1875,3,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,Hardwood,147,95,33,21,C
1207,1276.000000000000000,61,1886,132,14000_60_61,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1583,4,Barren or Sparse
1208,11.000000000000000,61,1879,2,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,B
1209,875.000000000000000,61,1877,7,13400_61,Appalachian Shale Barrens,Hardwood,-9999,1025,-9999,1025,UE
1210,473.000000000000000,61,1877,120,13400_61,Appalachian Shale Barrens,Hardwood,-9999,1025,-9999,1025,Developed
1211,8.000000000000000,61,1879,132,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,Barren or Sparse
1212,115.000000000000000,61,1885,132,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,Barren or Sparse
1213,292749.000000000000000,60,1841,120,13160_60,Southern Piedmont Mesic Forest,Hardwood,499,355,52,41,Developed
1214,571.000000000000000,60,1846,4,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,D
1215,2230.000000000000000,60,1846,5,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,E
1216,184.000000000000000,60,1846,7,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,UE
1217,112017.000000000000000,60,1863,1,14730_55_58_60,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,114,-9999,101,54,A
1218,146.000000000000000,60,1846,180,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,Agriculture
1219,628854.000000000000000,60,1863,180,14730_55_58_60,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,114,-9999,101,54,Agriculture
1220,1.000000000000000,60,1846,3,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,C
1221,1218.000000000000000,60,1865,2,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,B
1222,691.000000000000000,60,1856,1,14000_60_61,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1583,4,A
1223,1113.000000000000000,60,1865,6,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,UN
1224,15062.000000000000000,60,1840,132,13030_60,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,7,17,15,4,Barren or Sparse
1225,2639.000000000000000,60,1850,132,13680_46_48_54_57_59_60_61,Southern Piedmont Dry Oak(-Pine) Forest,Hardwood-Conifer,325,235,5,5,Barren or Sparse
1226,456.000000000000000,60,1854,132,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,Barren or Sparse
1227,663653.000000000000000,60,1841,7,13160_60,Southern Piedmont Mesic Forest,Hardwood,499,355,52,41,UE
1228,1.000000000000000,64,1954,3,14000_64,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1604,4,C
1229,518.000000000000000,60,1856,3,14000_60_61,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1583,4,C
1230,7870.000000000000000,60,1851,132,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,Barren or Sparse
1231,1609.000000000000000,60,1852,132,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1010,1122,-9999,531,Barren or Sparse
1232,112.000000000000000,60,1850,4,13680_46_48_54_57_59_60_61,Southern Piedmont Dry Oak(-Pine) Forest,Hardwood-Conifer,325,235,5,5,D
1233,937.000000000000000,60,1865,132,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,Barren or Sparse
1234,7.000000000000000,60,1862,4,14720_53_54_57_59_60,Central Interior and Appalachian Riparian Systems,Riparian,997,-9999,202,168,D
1235,91.000000000000000,60,1856,2,14000_60_61,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1583,4,B
1236,118.000000000000000,60,1842,1,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,48,44,4,4,A
1237,677.000000000000000,60,1841,1,13160_60,Southern Piedmont Mesic Forest,Hardwood,499,355,52,41,A
1238,13190.000000000000000,60,1842,132,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,48,44,4,4,Barren or Sparse
1239,924.000000000000000,60,1856,132,14000_60_61,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1583,4,Barren or Sparse
1240,769.000000000000000,60,1861,132,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,Barren or Sparse
1241,2344.000000000000000,60,1866,132,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,Barren or Sparse
1242,615.000000000000000,60,1863,132,14730_55_58_60,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,114,-9999,101,54,Barren or Sparse
1243,611180.000000000000000,60,1864,2,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,B
1244,5.000000000000000,60,1846,132,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,Barren or Sparse
1245,155965.000000000000000,60,1857,2,14360_60,Northern Atlantic Coastal Plain Dune and Swale,Grassland,8,14,-9999,5,B
1246,2807.000000000000000,60,1857,6,14360_60,Northern Atlantic Coastal Plain Dune and Swale,Grassland,8,14,-9999,5,UN
1247,16282.000000000000000,60,1857,5,14360_60,Northern Atlantic Coastal Plain Dune and Swale,Grassland,8,14,-9999,5,E
1248,13003.000000000000000,60,1848,132,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,Barren or Sparse
1249,747.000000000000000,60,1848,1,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,A
1250,164796.000000000000000,60,1867,180,14900_60,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,294,-9999,5,Agriculture
1251,46491.000000000000000,60,31,132,0,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,-9999,-9999,-9999,-9999,Barren or Sparse
1252,5724.000000000000000,60,1844,132,13430_58_60,Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood,479,382,43,36,Barren or Sparse
1253,3145.000000000000000,60,1867,132,14900_60,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,294,-9999,5,Barren or Sparse
1254,948.000000000000000,60,1855,3,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,74,160,9,7,C
1255,174.000000000000000,60,1857,132,14360_60,Northern Atlantic Coastal Plain Dune and Swale,Grassland,8,14,-9999,5,Barren or Sparse
1256,193.000000000000000,60,1868,180,14980,Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,Sparse,-9999,-9999,-9999,-9999,Agriculture
1257,5563.000000000000000,60,1867,1,14900_60,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,294,-9999,5,A
1258,3069.000000000000000,60,1864,5,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,E
1259,176.000000000000000,60,1855,4,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,74,160,9,7,D
1260,1257.000000000000000,60,1867,2,14900_60,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,294,-9999,5,B
1261,75077.000000000000000,60,1864,1,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,A
1262,217.000000000000000,60,1857,3,14360_60,Northern Atlantic Coastal Plain Dune and Swale,Grassland,8,14,-9999,5,C
1263,174.000000000000000,60,1844,2,13430_58_60,Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood,479,382,43,36,B
1264,160.000000000000000,60,1855,132,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,74,160,9,7,Barren or Sparse
1265,106.000000000000000,60,1864,4,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,D
1266,242.000000000000000,60,1864,132,14740_46_47_48_55_56_58_60_99,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,477,202,131,68,Barren or Sparse
1267,6.000000000000000,60,1865,1,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,A
1268,1.000000000000000,62,1918,1,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,A
1269,99.000000000000000,61,1879,1,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,A
1270,2525905.000000000000000,61,1874,5,13180_57_59_61,Southern and Central Appalachian Cove Forest,Hardwood,994,498,100,77,E
1271,378219.000000000000000,61,1874,4,13180_57_59_61,Southern and Central Appalachian Cove Forest,Hardwood,994,498,100,77,D
1272,170223.000000000000000,61,1874,180,13180_57_59_61,Southern and Central Appalachian Cove Forest,Hardwood,994,498,100,77,Agriculture
1273,208126.000000000000000,61,1874,7,13180_57_59_61,Southern and Central Appalachian Cove Forest,Hardwood,994,498,100,77,UE
1274,157533.000000000000000,61,1874,120,13180_57_59_61,Southern and Central Appalachian Cove Forest,Hardwood,994,498,100,77,Developed
1275,7586.000000000000000,61,1874,1,13180_57_59_61,Southern and Central Appalachian Cove Forest,Hardwood,994,498,100,77,A
1276,9105.000000000000000,61,1874,3,13180_57_59_61,Southern and Central Appalachian Cove Forest,Hardwood,994,498,100,77,C
1277,1332.000000000000000,61,1874,2,13180_57_59_61,Southern and Central Appalachian Cove Forest,Hardwood,994,498,100,77,B
1278,985.000000000000000,61,1874,132,13180_57_59_61,Southern and Central Appalachian Cove Forest,Hardwood,994,498,100,77,Barren or Sparse
1279,4852.000000000000000,61,1875,1,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,Hardwood,147,95,33,21,A
1280,1871.000000000000000,61,1875,2,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,Hardwood,147,95,33,21,B
1281,58488.000000000000000,61,1875,180,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,Hardwood,147,95,33,21,Agriculture
1282,23.000000000000000,61,1877,180,13400_61,Appalachian Shale Barrens,Hardwood,-9999,1025,-9999,1025,Agriculture
1283,1.000000000000000,61,1877,132,13400_61,Appalachian Shale Barrens,Hardwood,-9999,1025,-9999,1025,Barren or Sparse
1284,39.000000000000000,61,1871,132,13150_48_53_57_59_61,Southern Appalachian Oak Forest,Hardwood,604,138,16,14,Barren or Sparse
1285,1731273.000000000000000,61,1878,2,13500_61,Central and Southern Appalachian Spruce-Fir Forest,Conifer,834,12028,-9999,780,B
1286,258301.000000000000000,61,1878,7,13500_61,Central and Southern Appalachian Spruce-Fir Forest,Conifer,834,12028,-9999,780,UE
1287,74001.000000000000000,61,1878,120,13500_61,Central and Southern Appalachian Spruce-Fir Forest,Conifer,834,12028,-9999,780,Developed
1288,256632.000000000000000,61,1878,3,13500_61,Central and Southern Appalachian Spruce-Fir Forest,Conifer,834,12028,-9999,780,C
1289,48733.000000000000000,61,1878,6,13500_61,Central and Southern Appalachian Spruce-Fir Forest,Conifer,834,12028,-9999,780,UN
1290,28909.000000000000000,61,1878,1,13500_61,Central and Southern Appalachian Spruce-Fir Forest,Conifer,834,12028,-9999,780,A
1291,242.000000000000000,60,1853,120,13750_60,Eastern Serpentine Woodland,Hardwood-Conifer,87,56,5,5,Developed
1292,1552.000000000000000,60,1853,4,13750_60,Eastern Serpentine Woodland,Hardwood-Conifer,87,56,5,5,D
1293,3715.000000000000000,60,1853,7,13750_60,Eastern Serpentine Woodland,Hardwood-Conifer,87,56,5,5,UE
1294,276.000000000000000,60,1853,180,13750_60,Eastern Serpentine Woodland,Hardwood-Conifer,87,56,5,5,Agriculture
1295,244.000000000000000,60,1853,5,13750_60,Eastern Serpentine Woodland,Hardwood-Conifer,87,56,5,5,E
1296,123.000000000000000,60,1853,6,13750_60,Eastern Serpentine Woodland,Hardwood-Conifer,87,56,5,5,UN
1297,56.000000000000000,60,1862,132,14720_53_54_57_59_60,Central Interior and Appalachian Riparian Systems,Riparian,997,-9999,202,168,Barren or Sparse
1298,1488.000000000000000,61,1878,180,13500_61,Central and Southern Appalachian Spruce-Fir Forest,Conifer,834,12028,-9999,780,Agriculture
1299,3.000000000000000,61,1886,1,14000_60_61,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1583,4,A
1300,159095.000000000000000,61,1872,2,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,B
1301,254253.000000000000000,61,1872,180,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,Agriculture
1302,98263.000000000000000,61,1872,120,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,Developed
1303,49408.000000000000000,61,1872,3,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,C
1304,211034.000000000000000,61,1872,7,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,UE
1305,24392.000000000000000,61,1872,5,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,E
1306,82.000000000000000,61,1872,4,13160_54_57_59_61,Southern Piedmont Mesic Forest,Hardwood,510,348,52,42,D
1307,8970.000000000000000,60,1841,6,13160_60,Southern Piedmont Mesic Forest,Hardwood,499,355,52,41,UN
1308,1.000000000000000,60,1853,3,13750_60,Eastern Serpentine Woodland,Hardwood-Conifer,87,56,5,5,C
1309,5.000000000000000,60,1853,2,13750_60,Eastern Serpentine Woodland,Hardwood-Conifer,87,56,5,5,B
1310,73892.000000000000000,60,1845,120,13470_55_58_60,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,131,376,4,4,Developed
1311,108221.000000000000000,60,1845,2,13470_55_58_60,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,131,376,4,4,B
1312,8106.000000000000000,60,1859,120,14520_58_60,Atlantic Coastal Plain Peatland Pocosin and Canebrake,Riparian,14,16,-9999,7,Developed
1313,428247.000000000000000,60,1845,7,13470_55_58_60,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,131,376,4,4,UE
1314,217113.000000000000000,60,1845,180,13470_55_58_60,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,131,376,4,4,Agriculture
1315,25320.000000000000000,60,1845,3,13470_55_58_60,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,131,376,4,4,C
1316,476.000000000000000,60,1845,5,13470_55_58_60,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,131,376,4,4,E
1317,214.000000000000000,60,1845,132,13470_55_58_60,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,131,376,4,4,Barren or Sparse
1318,4735.000000000000000,60,1845,1,13470_55_58_60,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,131,376,4,4,A
